student_id,name,registration_date,gender,branch,city,cgpa,attendance_percent,technical_skills,projects_completed,coding_problems_solved,communication_skill,internship,has_backlog,tech_events_attended,salary_expectation,placed
STU1235,Student_236,21-08-2025,Female,MECH,Patna,8.92,83.7,4,5,5,,Yes,Yes,0,653114,Yes
STU1545,Student_546,09-10-2025,Male,ece,Delhi,5.28,97,5,2,286,1,Yes,Yes,2,259779,Yes
STU1258,Student_259,14-09-2025,Female, Computer Science,Kanpur,7.64,81.6,2,3,98,2,Yes,No,4,373305,Yes
STU1080,Student_81,09-01-2025,Male,Mech ,Varanasi,6.42,51,0,0,71,1,No,Yes,4,329730,No
STU1507,Student_508,22-11-2025,Male,C.S.E,Patna,8.46,62.4,5,2,240,2,Yes,Yes,4,,Yes
STU1026,Student_27,25-01-2025,Male,Mechanical,Gorakhpur,6.68,87.1,6,4,213,3,Yes,No,2,659032,Yes
STU1395,Student_396,01-08-2025,Male,IT,Prayagraj,6.88,,4,6,132,1,Yes,No,4,777375,Yes
STU1216,Student_217,08-06-2025,Female,IT,Varanasi,7.48,61.8,6,3,511,3,No,No,2,178450,No
STU1390,Student_391,16-12-2025,Male,mech,Prayagraj,8.01,77.6,7,5,5,4,Yes,No,0,347561,No
STU1491,Student_492,07-03-2025,Female,Cse ,Delhi,8.62,94.4,4,4,112,2,Yes,Yes,0,,Yes
STU1330,Student_331,12-01-2025,Female,I.T ,Gorakhpur,7.11,79,0,5,119,1,No,Yes,3,676366,No
STU1057,Student_58,24-10-2025,Male,MECH,Lucknow,6.44,71,7,0,56,2,No,No,3,618900,Yes
STU1525,Student_526,01-11-2025,Male,eee,Kanpur,5.99,63.3,2,0,48,2,No,Yes,2,918794,Yes
STU1108,Student_109,16-07-2025,Female,eee,Prayagraj,8.39,75.6,0,4,101,1,Yes,Yes,0,616037,Yes
STU1273,Student_274,19-04-2025,Male,Electronics,Delhi,7.82,73.8,5,1,6,3,Yes,No,5,608950,Yes
STU1147,Student_148,20-11-2025,Female,CSE,Lucknow,7.37,83.8,6,7,28,1,No,No,0,286816,No
STU1228,Student_229,24-08-2025,Female,MECH,Patna,7.62,58.7,6,6,245,4,Yes,Yes,1,630050,Yes
STU1014,Student_15,12-09-2025,Male,I.T ,Lucknow,6.84,76.1,7,4,138,2,No,No,2,274683,Yes
STU1174,Student_175,27-03-2025,Male,Mech ,Lucknow,8.89,94.2,5,1,20,4,Yes,Yes,0,583294,No
STU1086,Student_87,23-03-2025,Male,it,Patna,4.4,48.2,6,4,144,1,No,No,1,245999,No
STU1114,Student_115,05-01-2025,Male, Computer Science,Prayagraj,6.17,76.9,3,3,208,2,No,No,1,874387,Yes
STU1165,Student_166,27-03-2025,Male,ECE,Lucknow,7.2,68.9,7,1,13,4,No,No,0,435578,No
STU1527,Student_528,01-01-2025,Female,ece,Varanasi,7.2,97.8,3,2,49,2,Yes,No,2,1211632,Yes
STU1367,Student_368,27-09-2025,Male,cse,Lucknow,6.16,83.1,3,0,14,3,No,No,5,137678,Yes
STU1059,Student_60,11-04-2025,Male,CSE,Prayagraj,8.35,59.6,3,1,64,3,No,Yes,,532370,Yes
STU1521,Student_522,12-02-2025,Female,MECH,Prayagraj,7.82,61.6,7,2,86,3,Yes,Yes,3,741475,No
STU1164,Student_165,12-01-2025,Female,mech,Prayagraj,6.2,87.1,5,0,149,2,No,Yes,2,565703,No
STU1041,Student_42,24-09-2025,Male, Computer Science,Varanasi,6.61,49,3,5,19,4,No,Yes,1,514133,No
STU1329,Student_330,11-07-2025,Male,ece,Kanpur,7.97,74.8,2,3,148,2,Yes,No,5,706343,Yes
STU1079,Student_80,26-09-2025,Female,Cse ,Lucknow,6.04,76.8,1,2,21,2,No,No,0,1284489,Yes
STU1360,Student_361,15-08-2025,Male,Cse ,Delhi,7.84,74.3,7,0,313,3,Yes,Yes,0,,No
STU1028,Student_29,05-10-2025,Male,Electrical,Patna,6.22,,4,4,142,3,No,Yes,0,878489,Yes
STU1281,Student_282,18-11-2025,Female,it,Varanasi,8.99,69.7,6,9,11,3,No,No,1,871475,Yes
STU1300,Student_301,03-07-2025,Female,Electronics,Lucknow,6.19,93.3,6,2,82,2,Yes,No,4,552116,No
STU1526,Student_527,06-08-2025,Female, Computer Science,Kanpur,7.98,87.1,3,4,60,2,Yes,No,5,253779,No
STU1598,Student_599,27-12-2025,Male,ece,Varanasi,8.15,70.7,6,0,12,4,No,No,2,709212,No
STU1084,Student_85,01-06-2025,Female,Civil ,Gorakhpur,"6,79",70.8,5,1,0,4,No,Yes,0,100000,Yes
STU1062,Student_63,05-11-2025,Female,C.S.E,,7.43,81.5,7,3,106,2,No,No,,100000,Yes
STU1587,Student_588,18-11-2025,Male,Information Technology,Delhi,5.7,90.2,4,0,11,3,No,No,4,947413,No
STU1136,Student_137,17-06-2025,Male,EEE,Varanasi,7.26,70.8,6,2,399,1,Yes,Yes,3,507293,Yes
STU1111,Student_112,20-07-2025,Female,ece,Lucknow,6.5,76.3,6,1,3,,No,No,2,185415,No
STU1194,Student_195,23-08-2025,Female,Cse ,Delhi,5.8,87.6,3,1,44,3,No,No,1,860902,Yes
STU1380,Student_381,13-02-2025,Male,I.T ,Patna,7.47,74.7,4,1,87,4,No,No,0,668061,Yes
STU1043,Student_44,25-01-2025,Female,cse,Delhi,7.55,74.1,2,3,46,1,Yes,Yes,2,100000,Yes
STU1375,Student_376,23-06-2025,Female,CSE,Gorakhpur,6.67,89.7,8,3,240,1,No,No,0,1055816,No
STU1129,Student_130,06-04-2025,Female,IT,Varanasi,6.48,63.6,5,0,21,2,No,No,1,518731,Yes
STU1542,Student_543,26-10-2025,Male,Mech ,,8.01,72.4,3,1,43,3,Yes,Yes,3,876736,Yes
STU1218,Student_219,16-04-2025,Female,Information Technology,Varanasi,6.79,,0,0,120,2,No,Yes,1,991354,No
STU1096,Student_97,26-12-2025,Female,mech,Patna,6.55,73.3,4,4,47,4,No,Yes,6,,No
STU1124,Student_125,22-07-2025,Male,Electronics,Varanasi,8,86.7,9,5,143,4,Yes,Yes,3,280932,No
STU1570,Student_571,20-07-2025,Male,eee,Prayagraj,7.41,100,5,1,35,4,No,No,0,521846,Yes
STU1226,Student_227,16-04-2025,Female,ECE,Gorakhpur,6.91,87.9,0,2,111,2,No,Yes,5,748029,No
STU1177,Student_178,27-02-2025,Male,it,Prayagraj,6.9,95.2,4,1,25,2,Yes,No,3,1069733,Yes
STU1410,Student_411,03-11-2025,Male,Civil ,Delhi,7.15,69.9,7,2,595,1,No,No,1,407510,No
STU1582,Student_583,26-07-2025,Female,I.T ,Delhi,8.5,71,5,1,65,4,Yes,Yes,7,716182,Yes
STU1569,Student_570,21-10-2025,Female,E.C.E,Kanpur,7.64,72.7,3,1,59,4,Yes,No,7,541571,Yes
STU1103,Student_104,27-09-2025,Male, Computer Science,Lucknow,8.05,79.7,7,2,79,2,Yes,Yes,0,648617,Yes
STU1081,Student_82,27-07-2025,Male,Mech ,Gorakhpur,6.6,50.6,2,0,515,3,No,No,2,771161,Yes
STU1342,Student_343,24-11-2025,Male,Electrical,Varanasi,7.21,83,1,1,32,3,No,Yes,0,454589,Yes
STU1441,Student_442,02-08-2025,Female,Mechanical,Kanpur,6.62,93.2,4,2,77,3,No,No,2,815948,No
STU1264,Student_265,18-05-2025,Female,mech,Gorakhpur,6.11,59.2,2,1,103,3,No,No,1,688830,Yes
STU1306,Student_307,15-03-2025,Female,it,Gorakhpur,7.6,82,6,4,512,4,Yes,No,2,583777,Yes
STU1227,Student_228,01-11-2025,Female,Electronics,Delhi,7.34,79.4,4,0,256,,No,No,2,565399,No
STU1275,Student_276,18-03-2025,Female,Mech ,Prayagraj,"8,32",65.4,3,3,137,2,Yes,Yes,2,1636213,No
STU1571,Student_572,03-10-2025,Female,Mech ,Gorakhpur,7.31,74.3,9,3,2,4,No,Yes,4,561135,Yes
STU1263,Student_264,09-10-2025,Female,CSE,Kanpur,6.4,78.3,10,2,104,1,No,Yes,5,1002076,Yes
STU1467,Student_468,05-11-2025,Female,CIVIL,Delhi,12.5,82.8,3,0,82,1,No,Yes,1,701012,Yes
STU1253,Student_254,20-12-2025,Female,Mech ,Patna,8.12,75.4,4,2,129,3,Yes,Yes,2,721012,Yes
STU1171,Student_172,01-07-2025,Female,IT,Prayagraj,6.14,89.6,8,5,35,2,No,Yes,2,1023048,No
STU1237,Student_238,24-10-2025,Male,Cse ,Lucknow,7.99,94.6,5,0,35,4,Yes,No,,855258,Yes
STU1560,Student_561,09-03-2025,Male,E.C.E,Delhi,7.56,93.9,5,6,53,2,Yes,Yes,3,484236,Yes
STU1139,Student_140,13-10-2025,Male,C.S.E,Kanpur,6.41,94.8,6,2,136,1,No,No,3,748902,Yes
STU1303,Student_304,27-11-2025,Male,C.S.E,Lucknow,8.29,99.4,3,1,193,4,No,Yes,0,,Yes
STU1267,Student_268,09-07-2025,Male,I.T ,Patna,7.6,80.1,5,4,43,2,No,No,1,,No
STU1543,Student_544,12-03-2025,Female,eee,Lucknow,8.65,75.5,7,1,101,1,No,Yes,0,802836,Yes
STU1369,Student_370,11-09-2025,Male,C.S.E,Gorakhpur,7.38,51.5,5,0,49,3,No,Yes,3,238794,No
STU1212,Student_213,17-04-2025,Male, Computer Science,Patna,5.7,61.7,2,1,74,1,No,No,0,565258,No
STU1198,Student_199,17-03-2025,Female,ece,Varanasi,6.53,75.7,10,2,23,3,No,Yes,2,1075801,Yes
STU1023,Student_24,22-06-2025,Male,Electronics,Kanpur,6.55,82.4,6,0,35,3,No,Yes,2,670320,Yes
STU1015,Student_16,26-08-2025,Male,CIVIL,Patna,6.88,92.5,1,1,7,2,No,Yes,0,441168,Yes
STU1163,Student_164,12-02-2025,Male,C.S.E,Gorakhpur,"5,81",69.6,1,2,39,2,No,No,3,604838,No
STU1529,Student_530,02-12-2025,Male,eee,Kanpur,7.18,73.8,7,1,64,1,No,No,0,1120807,No
STU1532,Student_533,06-11-2025,Male,mech,Prayagraj,6,85.5,8,1,67,2,No,No,3,519717,No
STU1408,Student_409,06-08-2025,Female,Information Technology,Lucknow,8.8,72.8,1,0,9999,5,Yes,No,1,514105,No
STU1037,Student_38,05-02-2025,Female,Information Technology,Patna,7.57,86.9,5,1,119,2,Yes,Yes,0,579605,Yes
STU1515,Student_516,20-08-2025,Female,civil,Varanasi,5.93,61.2,8,5,88,1,No,No,0,503607,No
STU1206,Student_207,14-10-2025,Female,ECE,Varanasi,8.66,65.8,3,7,200,2,Yes,Yes,2,827505,Yes
STU1295,Student_296,04-06-2025,Female,ece,Lucknow,5.38,88.2,6,3,145,2,No,Yes,3,100000,Yes
STU1437,Student_438,02-08-2025,Female,civil,Prayagraj,8.75,74.2,2,0,12,1,Yes,No,4,469963,No
STU1073,Student_74,09-01-2025,Male,ece,Delhi,5.99,93.6,6,0,142,3,No,Yes,2,623696,Yes
STU1388,Student_389,19-12-2025,Male,IT,Varanasi,8.05,83.3,3,3,66,3,Yes,Yes,2,,Yes
STU1104,Student_105,11-02-2025,Male,Electrical,Lucknow,7.58,78.4,4,0,38,4,Yes,Yes,2,765060,Yes
STU1201,Student_202,16-11-2025,Male,Civil ,Patna,8.85,78.2,6,1,108,3,No,No,3,570049,Yes
STU1016,Student_17,04-12-2025,Female,Mech ,Patna,5.59,100,10,0,61,5,No,No,3,1118609,Yes
STU1091,Student_92,20-02-2025,Male,eee,Prayagraj,7.81,,5,3,138,1,Yes,No,0,628254,Yes
STU1088,Student_89,12-02-2025,Male,CSE,Lucknow,5.13,82.9,2,4,50,5,No,No,7,535858,Yes
STU1492,Student_493,09-07-2025,Female,I.T ,Lucknow,6.75,78.9,3,5,3,2,Yes,No,3,806060,Yes
STU1205,Student_206,02-03-2025,Male,Information Technology,Varanasi,7.45,,3,2,13,,No,No,4,400481,Yes
STU1102,Student_103,11-10-2025,Male,Mech ,,8.12,75.2,5,2,137,,Yes,Yes,,382697,No
STU1238,Student_239,16-02-2025,Female,it,Prayagraj,7.15,80.2,3,0,33,3,No,No,6,623535,Yes
STU1385,Student_386,22-11-2025,Female,ECE,Kanpur,8.52,100,6,2,218,3,Yes,No,5,420240,No
STU1246,Student_247,01-01-2025,Female,CIVIL,Varanasi,5.75,76,8,1,36,1,No,Yes,1,365642,Yes
STU1157,Student_158,12-09-2025,Male, Computer Science,Prayagraj,"6,43",87.5,5,2,358,1,No,No,1,117357,No
STU1326,Student_327,18-04-2025,Male,Electronics,Prayagraj,5.59,76.9,2,1,32,3,No,Yes,0,621176,No
STU1133,Student_134,24-06-2025,Female,Civil ,,7.92,77.7,4,6,9,2,No,No,2,363004,Yes
STU1397,Student_398,20-01-2025,Male,C.S.E,Gorakhpur,10,70.6,0,4,68,3,Yes,Yes,4,165492,No
STU1547,Student_548,24-12-2025,Female,ece,Delhi,6.02,98.5,6,3,55,3,No,No,1,649067,No
STU1018,Student_19,27-03-2025,Male,C.S.E,Patna,10,68.8,10,6,89,1,No,Yes,0,878231,No
STU1472,Student_473,27-09-2025,Male,C.S.E,Varanasi,5.21,,11,1,82,,No,Yes,5,731600,Yes
STU1490,Student_491,21-09-2025,Female,ece,Gorakhpur,9.94,94,4,6,1,4,Yes,No,0,231016,No
STU1351,Student_352,14-06-2025,Male,IT,Lucknow,6.37,85.1,7,5,116,,No,No,1,467973,No
STU1274,Student_275,10-09-2025,Male,CSE,Prayagraj,6.31,69.5,3,5,23,2,No,Yes,3,824054,Yes
STU1461,Student_462,21-12-2025,Female,it,Prayagraj,8.24,73.5,4,1,316,1,Yes,No,0,1007201,No
STU1536,Student_537,18-06-2025,Male,ECE,Delhi,8.02,89.3,3,1,116,4,Yes,No,3,691129,No
STU1311,Student_312,07-11-2025,Male,E.C.E,Lucknow,8.07,76.8,9,1,146,2,Yes,No,3,996273,Yes
STU1435,Student_436,15-04-2025,Male,ece,Kanpur,8.27,82.8,3,3,74,2,No,No,2,100000,No
STU1489,Student_490,19-08-2025,Female,Cse ,Prayagraj,7.18,74.7,1,2,129,1,No,Yes,5,801896,Yes
STU1268,Student_269,20-08-2025,Female,Mechanical,Varanasi,6.22,76,2,1,39,3,No,Yes,3,,No
STU1034,Student_35,13-06-2025,Female,ECE,Kanpur,7.94,94,3,4,71,2,Yes,No,5,,Yes
STU1181,Student_182,10-09-2025,Female,EEE,Delhi,6.79,62.8,2,2,56,1,No,Yes,1,316673,No
STU1184,Student_185,07-11-2025,Female,MECH,Varanasi,7.83,100,4,2,210,3,Yes,Yes,5,401679,Yes
STU1207,Student_208,16-01-2025,Male,Cse ,Gorakhpur,8.98,70,6,3,119,2,Yes,Yes,2,806295,Yes
STU1094,Student_95,06-10-2025,Female,IT,Patna,6.96,80.2,4,3,133,1,Yes,No,3,823649,No
STU1519,Student_520,22-09-2025,Female,Cse ,Gorakhpur,8.36,65.1,4,0,6,2,Yes,No,2,544571,No
STU1416,Student_417,17-05-2025,Male,E.C.E,Delhi,7.22,77.6,6,3,143,3,Yes,No,2,859375,Yes
STU1353,Student_354,08-10-2025,Male,Cse ,Prayagraj,7.88,89.9,5,1,432,4,Yes,No,2,506640,Yes
STU1122,Student_123,23-01-2025,Male,IT,Delhi,4.96,85.9,5,0,6,2,Yes,Yes,3,392419,Yes
STU1470,Student_471,02-11-2025,Female,Civil ,Gorakhpur,8.62,75.8,5,2,1,4,No,No,1,236089,No
STU1078,Student_79,16-06-2025,Male,CSE,Kanpur,7.19,85.4,1,2,155,2,No,No,1,825036,Yes
STU1350,Student_351,11-06-2025,Female,Mech ,Varanasi,8.06,60.2,1,3,59,3,Yes,No,3,759475,Yes
STU1061,Student_62,05-07-2025,Male,E.C.E,Varanasi,7.01,78.1,6,2,47,3,No,No,3,776864,Yes
STU1251,Student_252,05-03-2025,Female,Mechanical,Delhi,8.22,83,6,2,46,3,No,No,0,737970,Yes
STU1125,Student_126,15-02-2025,Male,it,Gorakhpur,5.95,59.4,0,2,100,3,No,No,1,921391,No
STU1439,Student_440,26-10-2025,Male,ece,Varanasi,8.59,73.5,6,5,83,1,Yes,Yes,0,462516,Yes
STU1436,Student_437,16-07-2025,Female,CIVIL,Kanpur,7.44,85.3,7,4,104,3,No,Yes,5,100000,No
STU1592,Student_593,06-11-2025,Female,IT,Varanasi,6.78,94.8,2,7,12,3,No,No,5,1038755,Yes
STU1347,Student_348,11-03-2025,Male, Computer Science,Prayagraj,5.73,72.8,5,4,119,3,Yes,No,4,865256,Yes
STU1485,Student_486,18-05-2025,Male,cse,Kanpur,6.05,73,5,5,34,3,No,Yes,1,784784,Yes
STU1574,Student_575,27-05-2025,Male,Information Technology,Varanasi,7.04,79.8,4,3,25,2,No,No,1,582179,No
STU1387,Student_388,21-03-2025,Female,I.T ,Kanpur,6.68,74.3,1,4,79,2,No,No,1,,Yes
STU1067,Student_68,15-03-2025,Female,Electrical,Gorakhpur,5.38,74.7,2,0,5,2,No,No,3,722948,No
STU1024,Student_25,04-06-2025,Male,C.S.E,Gorakhpur,7.62,95.8,7,0,70,2,Yes,Yes,5,857038,No
STU1453,Student_454,27-05-2025,Female,EEE,Kanpur,5.92,63.2,7,1,67,4,No,No,0,1060772,Yes
STU1498,Student_499,02-12-2025,Male,cse,Lucknow,7.57,77.4,8,1,116,3,Yes,No,0,636048,Yes
STU1509,Student_510,16-01-2025,Female, Computer Science,Lucknow,7.56,57.8,2,3,6,2,Yes,Yes,1,888021,Yes
STU1126,Student_127,16-08-2025,Female,CIVIL,Patna,7.24,68.6,5,2,347,3,No,No,4,100000,Yes
STU1541,Student_542,18-05-2025,Male,ECE,,6.61,,4,6,40,1,No,No,0,813729,No
STU1334,Student_335,25-01-2025,Female,Cse ,Patna,5.65,66.8,9,3,19,2,No,Yes,4,479811,No
STU1575,Student_576,02-12-2025,Female,civil,Gorakhpur,6.15,73.6,10,1,84,,No,No,0,617147,No
STU1178,Student_179,24-07-2025,Male, Computer Science,Gorakhpur,6.96,79.7,7,1,63,1,Yes,No,0,216150,Yes
STU1468,Student_469,02-03-2025,Male,eee,Gorakhpur,6.86,,2,3,23,2,No,No,0,812112,Yes
STU1558,Student_559,22-12-2025,Female,Cse ,Delhi,4.57,79.1,0,6,59,2,No,Yes,2,596173,No
STU1135,Student_136,15-04-2025,Male,I.T ,Lucknow,7.93,66.1,9,1,33,3,No,No,0,830060,Yes
STU1223,Student_224,21-12-2025,Male,MECH,Varanasi,6.31,93.1,4,0,109,2,No,No,2,100000,Yes
STU1595,Student_596,02-02-2025,Female,ECE,Kanpur,5,59.4,3,0,330,1,No,Yes,3,535371,Yes
STU1561,Student_562,23-08-2025,Male,I.T ,Prayagraj,8.48,86.9,4,4,18,3,Yes,No,2,836854,Yes
STU1501,Student_502,25-05-2025,Female,CSE,Kanpur,6.53,68.4,5,1,73,,No,Yes,3,647489,No
STU1093,Student_94,11-01-2025,Male, Computer Science,Gorakhpur,7.96,84.2,5,4,104,2,No,Yes,5,344352,Yes
STU1478,Student_479,14-12-2025,Male,IT,Patna,8.27,,6,2,95,3,No,No,2,675445,Yes
STU1069,Student_70,17-04-2025,Female,Electronics,Kanpur,7.97,,5,1,39,3,No,Yes,7,186805,Yes
STU1036,Student_37,14-07-2025,Female,Cse ,Delhi,6.09,84.7,6,4,97,3,No,Yes,0,290321,Yes
STU1296,Student_297,22-11-2025,Male,CSE,Delhi,7.67,68.8,5,5,36,2,No,Yes,7,,Yes
STU1160,Student_161,07-12-2025,Female,IT,Lucknow,7.88,96.6,0,0,51,2,Yes,No,6,426945,Yes
STU1362,Student_363,04-01-2025,Female,ECE,Patna,7.31,81.8,7,7,10,1,No,No,1,423218,No
STU1011,Student_12,12-04-2025,Male,E.C.E,Varanasi,7.16,63.3,3,3,22,1,No,Yes,5,665814,No
STU1144,Student_145,02-11-2025,Male,eee,Delhi,7.76,80.8,6,2,52,1,Yes,Yes,6,764694,Yes
STU1503,Student_504,05-06-2025,Male, Computer Science,Lucknow,8.91,,6,3,366,1,Yes,No,1,479223,Yes
STU1127,Student_128,15-09-2025,Female,CSE,Lucknow,8.33,63.7,0,5,131,2,Yes,Yes,0,478922,No
STU1403,Student_404,17-03-2025,Male,Electrical,Delhi,9.55,87.3,4,0,56,2,Yes,No,4,552510,No
STU1302,Student_303,12-08-2025,Female,I.T ,Kanpur,6.19,90.7,5,0,53,3,No,No,3,606359,Yes
STU1009,Student_10,09-06-2025,Female,ece,Varanasi,7.66,68.2,2,0,63,2,Yes,No,4,647114,Yes
STU1523,Student_524,21-12-2025,Male,IT,Delhi,9.48,92.3,10,3,239,1,Yes,Yes,2,603336,No
STU1176,Student_177,21-04-2025,Female, Computer Science,Kanpur,7.38,71,8,1,80,3,No,Yes,0,389974,Yes
STU1231,Student_232,22-05-2025,Female,ECE,Delhi,8.41,52.3,6,0,41,,No,Yes,4,892425,No
STU1210,Student_211,25-09-2025,Female,it,Varanasi,10,77.4,4,0,111,3,Yes,No,1,702132,Yes
STU1128,Student_129,13-05-2025,Female,Mech ,Varanasi,7.16,62.7,2,1,280,,Yes,Yes,0,327269,Yes
STU1143,Student_144,15-06-2025,Female,C.S.E,Lucknow,"6,16",93,50,4,125,5,No,Yes,0,510104,Yes
STU1241,Student_242,16-11-2025,Female,C.S.E,Prayagraj,8.15,74.8,7,1,34,3,No,No,4,580838,No
STU1007,Student_8,21-11-2025,Male,I.T ,Varanasi,5.3,60.6,6,3,49,3,No,Yes,5,528193,Yes
STU1404,Student_405,05-04-2025,Female,civil,Kanpur,7.09,75.2,6,1,211,4,No,No,2,749706,Yes
STU1298,Student_299,06-05-2025,Male,E.C.E,Gorakhpur,7.48,80.6,3,4,82,2,Yes,Yes,5,284874,Yes
STU1310,Student_311,09-07-2025,Female,C.S.E,Gorakhpur,7.67,67.6,3,3,1,,Yes,No,0,492417,No
STU1254,Student_255,15-05-2025,Female,Electronics,Kanpur,8.46,96.7,3,2,63,,No,No,2,,Yes
STU1520,Student_521,16-03-2025,Female,Mech ,Lucknow,7.86,59.4,4,2,76,,No,No,0,426855,No
STU1531,Student_532,07-04-2025,Female,cse,Gorakhpur,8.61,81.8,1,6,40,2,Yes,No,3,802867,No
STU1008,Student_9,22-06-2025,Male,ECE,Lucknow,8.12,,5,5,327,1,Yes,Yes,2,158758,Yes
STU1156,Student_157,03-11-2025,Male,Civil ,Gorakhpur,6.81,91.4,6,8,14,,No,No,0,528469,No
STU1027,Student_28,03-01-2025,Female,Cse ,Lucknow,8.11,50,0,0,42,2,No,Yes,2,,No
STU1266,Student_267,08-06-2025,Female, Computer Science,Delhi,6.45,63,7,2,219,3,No,No,6,1028936,No
STU1314,Student_315,12-06-2025,Female,EEE,Patna,6.58,97.6,7,1,187,3,Yes,Yes,0,328057,No
STU1064,Student_65,10-07-2025,Female,CSE,Varanasi,6.89,66,4,3,346,1,No,No,0,733143,No
STU1459,Student_460,09-09-2025,Male,Mechanical,Kanpur,6.88,,6,1,89,1,No,Yes,2,559140,No
STU1255,Student_256,22-08-2025,Female,IT,Delhi,5.96,68.7,2,7,143,4,No,No,2,504398,Yes
STU1449,Student_450,07-01-2025,Male,ECE,Varanasi,7.4,72.7,3,1,93,3,No,Yes,4,424444,Yes
STU1153,Student_154,22-11-2025,Female,ECE,Patna,7.6,74.8,4,3,24,3,Yes,No,2,100000,Yes
STU1048,Student_49,07-06-2025,Male,civil,Lucknow,5.95,84.6,2,3,17,2,Yes,Yes,4,114038,No
STU1208,Student_209,22-12-2025,Female,eee,Patna,7.65,70,3,3,124,3,Yes,No,0,979732,No
STU1445,Student_446,08-08-2025,Male,Civil ,Lucknow,6,75.4,6,5,253,4,No,Yes,0,570749,No
STU1287,Student_288,07-02-2025,Male,it,Patna,7.57,78.5,0,3,84,3,Yes,No,3,437375,Yes
STU1001,Student_2,25-03-2025,Female,ece,Gorakhpur,6.15,69.8,7,2,149,4,No,Yes,3,723819,No
STU1427,Student_428,03-09-2025,Male,Cse ,Gorakhpur,9.48,83.1,8,0,20,2,No,Yes,6,,Yes
STU1341,Student_342,11-07-2025,Male,CSE,Prayagraj,6.42,74.1,6,3,139,2,Yes,No,3,1011952,Yes
STU1269,Student_270,12-06-2025,Male,ECE,Varanasi,7.3,66.4,4,2,486,2,No,No,2,618304,Yes
STU1265,Student_266,09-03-2025,Female,CSE,Patna,6.92,70.5,4,0,31,1,No,No,0,685032,No
STU1544,Student_545,06-09-2025,Female,Electronics,Patna,7.72,77.5,7,0,46,,Yes,No,3,546916,No
STU1463,Student_464,12-06-2025,Male,I.T ,Gorakhpur,5.64,66.2,4,5,18,1,Yes,No,2,179564,Yes
STU1473,Student_474,21-03-2025,Female,eee,Prayagraj,8.26,50.7,4,3,112,3,Yes,No,3,968235,Yes
STU1368,Student_369,04-02-2025,Male,MECH,Gorakhpur,8.77,85.7,7,1,117,2,No,Yes,3,665088,Yes
STU1095,Student_96,17-06-2025,Female,ECE,Delhi,7.11,91.5,3,0,43,2,No,No,,556791,Yes
STU1578,Student_579,18-06-2025,Female,civil,Lucknow,7.23,64.4,1,0,85,1,No,No,1,688097,Yes
STU1352,Student_353,11-12-2025,Female,Cse ,Prayagraj,8.2,68.8,5,3,57,4,Yes,No,,701681,Yes
STU1042,Student_43,04-05-2025,Male,it,Varanasi,5.56,,6,7,309,2,No,Yes,2,482860,Yes
STU1361,Student_362,24-08-2025,Male,Electronics,Kanpur,8.22,89.5,8,0,252,2,Yes,No,0,546494,No
STU1562,Student_563,18-12-2025,Male,CIVIL,Varanasi,6.87,83.1,7,2,123,3,No,Yes,,759352,Yes
STU1599,Student_600,26-06-2025,Female,eee,Lucknow,6.88,62,5,0,53,2,No,Yes,2,100000,Yes
STU1116,Student_117,12-04-2025,Female,Electronics,Prayagraj,9.08,63.9,10,0,45,2,Yes,Yes,2,234984,Yes
STU1424,Student_425,20-08-2025,Female,Mechanical,Prayagraj,6.93,66.2,2,4,8,,Yes,Yes,2,714903,Yes
STU1045,Student_46,08-09-2025,Male,MECH,Lucknow,6.65,96,3,2,76,2,No,Yes,4,100000,Yes
STU1161,Student_162,27-05-2025,Female,Mechanical,Lucknow,7.31,57.9,4,1,22,1,Yes,No,2,621033,Yes
STU1530,Student_531,09-04-2025,Male,EEE,Kanpur,8.4,85.1,3,1,203,3,Yes,No,3,660170,No
STU1117,Student_118,12-03-2025,Female,Mechanical,Delhi,6.7,91.4,5,0,115,,No,No,0,1038706,Yes
STU1288,Student_289,09-04-2025,Male,it,Delhi,5.55,90.5,5,1,5,3,No,Yes,0,1058568,Yes
STU1077,Student_78,13-10-2025,Female,eee,Patna,6.75,,4,0,51,1,No,Yes,3,725241,Yes
STU1534,Student_535,01-04-2025,Male,Civil ,Prayagraj,10,100,1,1,347,1,Yes,Yes,2,964748,Yes
STU1389,Student_390,25-10-2025,Female,CSE,Delhi,5.98,75.9,5,3,4,1,No,Yes,0,425293,No
STU1567,Student_568,16-10-2025,Male,Electronics,Varanasi,7.5,73,10,3,1,2,Yes,No,5,841573,Yes
STU1412,Student_413,21-11-2025,Female,mech,Lucknow,8.66,98.5,0,2,241,3,Yes,No,0,610247,Yes
STU1063,Student_64,24-05-2025,Male,cse,Delhi,8.71,82.9,3,7,53,4,Yes,Yes,2,190577,Yes
STU1338,Student_339,02-12-2025,Male,Mech ,Lucknow,9.31,83,4,5,273,3,Yes,No,0,408427,Yes
STU1315,Student_316,17-06-2025,Male,Information Technology,Lucknow,6.04,74.5,5,2,24,5,Yes,Yes,4,843977,No
STU1299,Student_300,05-06-2025,Female,Cse ,Kanpur,6.13,52.2,5,0,78,3,No,Yes,0,,No
STU1399,Student_400,08-05-2025,Male,Electrical,Lucknow,5.66,77.1,3,5,17,3,No,No,2,455567,Yes
STU1230,Student_231,24-06-2025,Female,Cse ,Lucknow,6.16,61,4,4,307,1,No,No,6,1008737,No
